account_number,transaction_id,transaction_timestamp,transaction_amount,cr_dr_ind,New Beneficiary Flag,device_id,transaction_type_code
ACC000031,TXN0000010637,06/11/2023 14:41:10,29994.62,C,0,DEV0135,other3
ACC000031,TXN0000010635,06/11/2023 14:41:50,25627.47,D,0,DEV0135,other1
ACC000049,TXN0000016943,06/11/2023 14:48:47,3252.52,D,0,DEV0069,other1
ACC000049,TXN0000016939,06/11/2023 14:52:05,2172.78,D,0,DEV0069,other3
ACC000031,TXN0000010636,06/11/2023 14:56:13,36686.62,D,0,DEV0135,other2
ACC000023,TXN0000007789,06/11/2023 15:00:24,21018.31,D,0,DEV0005,other3
ACC000002,TXN0000000392,06/11/2023 15:00:49,5404.75,D,0,DEV0086,other2
ACC000039,TXN0000013506,06/11/2023 15:02:19,38251.02,C,0,DEV0093,other3
ACC000020,TXN0000006541,06/11/2023 15:20:30,26522.53,D,0,DEV0082,nypy
ACC000020,TXN0000006539,06/11/2023 15:24:37,16754.1,D,0,DEV0082,other1
ACC000036,TXN0000012482,06/11/2023 15:32:26,11099.63,D,0,DEV0131,other3
ACC000032,TXN0000011078,06/11/2023 15:32:38,6840.62,D,0,DEV0135,payment
ACC000011,TXN0000003417,06/11/2023 15:47:37,10416.78,D,0,DEV0065,ezpsa
ACC000019,TXN0000006106,06/11/2023 15:58:53,5523.03,D,0,DEV0029,jzzcsh
ACC000044,TXN0000015151,06/11/2023 16:00:50,23666.09,D,0,DEV0006,payment
ACC000034,TXN0000011737,06/11/2023 16:02:41,2176.61,D,0,DEV0151,payment
ACC000025,TXN0000008437,06/11/2023 16:05:42,1404.62,D,0,DEV0075,other3
ACC000049,TXN0000016942,06/11/2023 16:19:51,3145.38,D,0,DEV0197,nypy
ACC000049,TXN0000016940,06/11/2023 16:23:17,4033.97,D,0,DEV0069,nypy
ACC000034,TXN0000011741,06/11/2023 16:32:16,2208.81,D,0,DEV0036,ezpsa
ACC000025,TXN0000008433,06/11/2023 16:34:16,1412.63,D,1,DEV0075,payment
ACC000034,TXN0000011739,06/11/2023 16:34:30,1838.69,D,0,DEV0151,other3
ACC000025,TXN0000008434,06/11/2023 16:36:45,1409.82,D,0,DEV0111,nypy
ACC000034,TXN0000011740,06/11/2023 16:50:52,2157.92,D,0,DEV0033,jzzcsh
ACC000046,TXN0000016060,06/11/2023 16:53:59,50326.06,D,0,DEV0188,other3
ACC000044,TXN0000015150,06/11/2023 16:54:44,18865.7,D,0,DEV0161,jzzcsh
ACC000043,TXN0000014837,06/11/2023 16:56:30,7401.63,D,0,DEV0186,other1
ACC000011,TXN0000003414,06/11/2023 16:59:25,13290.25,D,0,DEV0065,ezpsa
ACC000011,TXN0000003415,06/11/2023 17:02:38,29711.71,C,1,DEV0065,other1
ACC000046,TXN0000016061,06/11/2023 17:03:44,56645.95,C,0,DEV0190,other2
ACC000018,TXN0000005679,06/11/2023 17:10:35,6425.46,C,0,DEV0110,payment
ACC000018,TXN0000005682,06/11/2023 17:13:31,7611.82,D,0,DEV0110,nypy
ACC000006,TXN0000001708,06/11/2023 17:17:21,20644.58,D,0,DEV0103,jzzcsh
ACC000001,TXN0000000114,06/11/2023 17:23:23,11994.03,D,0,DEV0177,other2
ACC000003,TXN0000000643,06/11/2023 17:28:53,16195.61,C,0,DEV0113,transfer
ACC000006,TXN0000001710,06/11/2023 17:30:41,60321.97,C,0,DEV0103,other3
ACC000006,TXN0000001711,06/11/2023 17:35:33,19902.13,C,0,DEV0175,nypy
ACC000047,TXN0000016316,06/11/2023 17:37:01,1549.7,D,0,DEV0154,other1
ACC000045,TXN0000015622,06/11/2023 17:40:23,15552.54,D,0,DEV0139,other1
ACC000014,TXN0000004228,06/11/2023 17:48:00,26106.69,C,0,DEV0138,ezpsa
ACC000022,TXN0000007449,06/11/2023 17:55:58,3350.59,D,0,DEV0112,nypy
ACC000001,TXN0000000115,06/11/2023 17:59:11,23497.64,C,0,DEV0074,transfer
ACC000045,TXN0000015619,06/11/2023 18:02:55,16074.89,C,0,DEV0139,ezpsa
ACC000027,TXN0000009131,06/11/2023 18:08:58,24426.33,D,0,DEV0106,ezpsa
ACC000017,TXN0000005366,06/11/2023 18:09:02,5279.3,D,0,DEV0083,jzzcsh
ACC000003,TXN0000000647,06/11/2023 18:10:55,18593.25,D,0,DEV0113,other1
ACC000017,TXN0000005367,06/11/2023 18:17:57,5755.65,D,0,DEV0083,jzzcsh
ACC000045,TXN0000015617,06/11/2023 18:21:10,31028.41,C,0,DEV0139,other3
ACC000027,TXN0000009134,06/11/2023 18:24:35,20880.94,D,0,DEV0106,other2
ACC000045,TXN0000015621,06/11/2023 18:25:08,17934.07,D,0,DEV0139,jzzcsh
ACC000045,TXN0000015623,06/11/2023 18:27:26,20841.19,D,0,DEV0139,other3
ACC000044,TXN0000015148,06/11/2023 18:29:33,17711.32,D,0,DEV0006,jzzcsh
ACC000017,TXN0000005368,06/11/2023 18:32:10,5325.69,D,0,DEV0083,payment
ACC000019,TXN0000006107,06/11/2023 18:32:15,5759.75,D,0,DEV0055,jzzcsh
ACC000024,TXN0000008168,06/11/2023 18:37:46,4774.73,D,0,DEV0088,other3
ACC000031,TXN0000010634,06/11/2023 18:48:18,11331.22,D,0,DEV0135,payment
ACC000011,TXN0000003413,06/11/2023 18:50:02,14560.19,D,0,DEV0006,jzzcsh
ACC000049,TXN0000016944,06/11/2023 18:54:47,3314.69,D,0,DEV0069,nypy
ACC000042,TXN0000014440,06/11/2023 19:02:38,45319.29,D,0,DEV0011,jzzcsh
ACC000023,TXN0000007791,06/11/2023 19:04:29,42414.36,C,0,DEV0005,other1
ACC000021,TXN0000006984,06/11/2023 19:09:01,35157.44,D,0,DEV0172,payment
ACC000023,TXN0000007792,06/11/2023 19:16:42,33866.65,D,0,DEV0005,other1
ACC000044,TXN0000015149,06/11/2023 19:17:29,24128.43,C,0,DEV0006,ezpsa
ACC000049,TXN0000016941,06/11/2023 19:18:06,2977.82,D,0,DEV0069,other2
ACC000023,TXN0000007790,06/11/2023 19:19:31,19415.37,D,0,DEV0005,transfer
ACC000042,TXN0000014435,06/11/2023 19:20:29,32567.54,D,0,DEV0155,payment
ACC000023,TXN0000007794,06/11/2023 19:28:16,15029.33,D,0,DEV0022,jzzcsh
ACC000015,TXN0000004598,06/11/2023 19:29:12,24512.18,D,0,DEV0003,nypy
ACC000017,TXN0000005369,06/11/2023 19:29:32,4498.38,D,0,DEV0083,nypy
ACC000031,TXN0000010631,06/11/2023 19:37:02,46794.12,C,0,DEV0135,jzzcsh
ACC000023,TXN0000007793,06/11/2023 19:41:09,36308.95,D,0,DEV0005,other2
ACC000023,TXN0000007795,06/11/2023 19:43:22,7560.08,D,0,DEV0005,other1
ACC000028,TXN0000009419,06/11/2023 19:44:42,20038.18,D,0,DEV0101,ezpsa
ACC000014,TXN0000004227,06/11/2023 19:44:52,11953.1,D,0,DEV0017,nypy
ACC000045,TXN0000015620,06/11/2023 19:47:16,26841.87,C,0,DEV0139,nypy
ACC000031,TXN0000010630,06/11/2023 19:50:29,26238.18,D,0,DEV0135,payment
ACC000024,TXN0000008171,06/11/2023 19:53:45,2031.16,D,0,DEV0078,jzzcsh
ACC000021,TXN0000006985,06/11/2023 20:51:43,39093.96,C,0,DEV0172,payment
ACC000005,TXN0000001364,06/11/2023 21:06:28,5683.56,D,0,DEV0187,jzzcsh
ACC000047,TXN0000016319,06/11/2023 23:00:18,3284.7,D,0,DEV0154,other1
ACC000004,TXN0000000984,06/11/2023 23:53:17,69195.35,D,0,DEV0054,jzzcsh
ACC000048,TXN0000016580,07/11/2023 00:17:11,61956.09,D,0,DEV0019,ezpsa
ACC000044,TXN0000015154,07/11/2023 01:15:13,13425.6,D,0,DEV0006,jzzcsh
ACC000022,TXN0000007453,07/11/2023 01:54:50,7128.49,C,0,DEV0112,other1
ACC000021,TXN0000006991,07/11/2023 02:20:20,73684.7,C,0,DEV0172,ezpsa
ACC000048,TXN0000016581,07/11/2023 02:49:12,38985.77,C,0,DEV0019,other1
ACC000009,TXN0000002720,07/11/2023 03:02:41,22437.36,D,0,DEV0194,nypy
ACC000044,TXN0000015153,07/11/2023 03:41:22,17946.02,C,0,DEV0006,payment
ACC000029,TXN0000009811,07/11/2023 03:44:33,15911.41,D,0,DEV0125,ezpsa
ACC000009,TXN0000002721,07/11/2023 03:48:44,28091.37,D,0,DEV0194,other2
ACC000019,TXN0000006113,07/11/2023 03:49:40,3461.4,D,0,DEV0055,jzzcsh
ACC000033,TXN0000011393,07/11/2023 04:46:32,65990.89,C,0,DEV0113,nypy
ACC000031,TXN0000010639,07/11/2023 06:00:45,24094.33,D,1,DEV0135,other2
ACC000033,TXN0000011395,07/11/2023 06:03:59,66422.64,D,1,DEV0113,transfer
ACC000003,TXN0000000648,07/11/2023 06:21:47,29243.42,C,0,DEV0113,nypy
ACC000020,TXN0000006543,07/11/2023 06:43:36,43941.38,C,0,DEV0082,payment
ACC000015,TXN0000004600,07/11/2023 06:56:19,29302.61,C,0,DEV0199,nypy
ACC000005,TXN0000001367,07/11/2023 07:21:21,9700.74,C,1,DEV0187,jzzcsh
ACC000038,TXN0000013181,07/11/2023 07:35:37,41255.39,D,0,DEV0090,ezpsa
ACC000024,TXN0000008172,07/11/2023 08:01:18,3257.58,D,0,DEV0078,other3
ACC000036,TXN0000012488,07/11/2023 08:09:50,8784.82,D,0,DEV0131,other2
ACC000036,TXN0000012485,07/11/2023 08:17:28,10113.64,C,0,DEV0131,payment
ACC000024,TXN0000008173,07/11/2023 08:25:49,7853.92,D,0,DEV0078,payment
ACC000015,TXN0000004601,07/11/2023 08:39:34,18922.69,D,0,DEV0003,other3
ACC000015,TXN0000004602,07/11/2023 08:46:26,13027.11,D,0,DEV0003,other1
ACC000026,TXN0000008849,07/11/2023 08:54:34,67177.98,C,0,DEV0057,jzzcsh
ACC000015,TXN0000004604,07/11/2023 08:54:44,9733.72,D,1,DEV0003,ezpsa
ACC000021,TXN0000006996,07/11/2023 09:03:57,45084.68,C,0,DEV0172,nypy
ACC000039,TXN0000013507,07/11/2023 09:07:29,33206.97,C,0,DEV0093,other3
ACC000047,TXN0000016322,07/11/2023 09:15:31,5295.27,C,0,DEV0154,payment
ACC000006,TXN0000001713,07/11/2023 09:17:47,33221.74,D,0,DEV0150,nypy
ACC000017,TXN0000005371,07/11/2023 09:18:26,6115.06,D,0,DEV0083,other2
ACC000046,TXN0000016062,07/11/2023 09:18:42,42723.64,C,0,DEV0188,ezpsa
ACC000040,TXN0000013794,07/11/2023 09:26:15,39203.59,C,0,DEV0059,payment
ACC000018,TXN0000005684,07/11/2023 09:35:30,13327.61,D,0,DEV0110,payment
ACC000006,TXN0000001716,07/11/2023 09:36:44,34171.2,D,0,DEV0103,other1
ACC000046,TXN0000016063,07/11/2023 09:50:28,23289.27,D,0,DEV0190,other1
ACC000021,TXN0000006993,07/11/2023 09:58:24,69130.21,C,0,DEV0200,nypy
ACC000021,TXN0000006994,07/11/2023 10:00:28,24207.9,D,0,DEV0172,other3
ACC000029,TXN0000009813,07/11/2023 10:07:24,34206.5,D,0,DEV0125,ezpsa
ACC000029,TXN0000009809,07/11/2023 10:09:42,11917.88,D,0,DEV0087,nypy
ACC000019,TXN0000006110,07/11/2023 10:12:48,2692.53,D,0,DEV0055,other1
ACC000047,TXN0000016321,07/11/2023 10:14:23,3302.8,D,0,DEV0154,other3
ACC000037,TXN0000012800,07/11/2023 10:15:38,47363.05,D,1,DEV0076,payment
ACC000021,TXN0000006995,07/11/2023 10:21:25,39646.83,D,0,DEV0172,nypy
ACC000021,TXN0000006997,07/11/2023 10:22:56,42867.63,C,0,DEV0172,nypy
ACC000042,TXN0000014445,07/11/2023 10:26:05,76634.97,C,0,DEV0011,transfer
ACC000022,TXN0000007455,07/11/2023 10:29:36,6179.34,C,0,DEV0112,other1
ACC000005,TXN0000001368,07/11/2023 10:35:17,1660.08,D,0,DEV0187,transfer
ACC000019,TXN0000006112,07/11/2023 10:45:28,4826.11,D,0,DEV0055,nypy
ACC000037,TXN0000012799,07/11/2023 10:48:18,40880.24,D,0,DEV0076,ezpsa
ACC000028,TXN0000009423,07/11/2023 10:49:25,16317.81,D,0,DEV0101,payment
ACC000005,TXN0000001366,07/11/2023 10:52:33,4900.7,D,0,DEV0177,transfer
ACC000045,TXN0000015628,07/11/2023 11:01:37,28960.1,C,0,DEV0139,other1
ACC000038,TXN0000013182,07/11/2023 11:13:14,20308.7,D,0,DEV0140,jzzcsh
ACC000001,TXN0000000118,07/11/2023 11:21:35,12692.14,D,0,DEV0177,ezpsa
ACC000028,TXN0000009422,07/11/2023 11:25:50,16364.36,D,0,DEV0101,jzzcsh
ACC000045,TXN0000015626,07/11/2023 11:42:30,24226.22,C,0,DEV0139,other3
ACC000038,TXN0000013183,07/11/2023 11:51:27,16407.38,D,0,DEV0090,other1
ACC000011,TXN0000003420,07/11/2023 12:01:46,7193.8,D,0,DEV0065,other1
ACC000026,TXN0000008848,07/11/2023 12:50:15,37713.57,C,0,DEV0057,payment
ACC000014,TXN0000004231,07/11/2023 12:51:04,12237.46,D,0,DEV0138,other1
ACC000042,TXN0000014442,07/11/2023 13:12:46,54367.3,C,1,DEV0011,payment
ACC000005,TXN0000001365,07/11/2023 13:26:55,3555.73,D,0,DEV0187,ezpsa
ACC000013,TXN0000003947,07/11/2023 13:32:17,21072.61,D,0,DEV0010,ezpsa
ACC000037,TXN0000012803,07/11/2023 13:39:08,45518.46,D,0,DEV0076,payment
ACC000032,TXN0000011079,07/11/2023 13:40:07,11979.94,D,0,DEV0154,jzzcsh
ACC000035,TXN0000012151,07/11/2023 13:45:27,1272.95,D,0,DEV0005,other1
ACC000035,TXN0000012152,07/11/2023 13:45:31,2828.94,C,0,DEV0114,other2
ACC000019,TXN0000006111,07/11/2023 14:13:24,5593.77,D,0,DEV0055,nypy
ACC000020,TXN0000006542,07/11/2023 14:15:02,31679.69,D,0,DEV0032,jzzcsh
ACC000045,TXN0000015624,07/11/2023 14:16:00,15661.87,D,0,DEV0139,payment
ACC000037,TXN0000012801,07/11/2023 14:17:12,35858.86,D,0,DEV0076,transfer
ACC000022,TXN0000007454,07/11/2023 14:18:29,3608.48,D,0,DEV0112,other2
ACC000031,TXN0000010641,07/11/2023 14:19:32,37932.08,D,0,DEV0135,ezpsa
ACC000027,TXN0000009135,07/11/2023 14:22:50,31752.45,C,0,DEV0068,transfer
ACC000020,TXN0000006544,07/11/2023 14:27:06,21536.54,C,0,DEV0175,jzzcsh
ACC000002,TXN0000000394,07/11/2023 14:36:09,7626.04,C,0,DEV0104,transfer
ACC000019,TXN0000006114,07/11/2023 14:36:34,5098.58,C,0,DEV0055,ezpsa
ACC000048,TXN0000016579,07/11/2023 14:45:39,27130.4,D,1,DEV0019,payment
ACC000019,TXN0000006108,07/11/2023 14:47:02,7284.43,D,0,DEV0029,nypy
ACC000031,TXN0000010640,07/11/2023 14:52:50,42769.29,C,0,DEV0078,other2
ACC000049,TXN0000016945,07/11/2023 14:58:22,3934.49,D,0,DEV0069,payment
ACC000019,TXN0000006109,07/11/2023 15:01:31,2584.12,D,0,DEV0055,other3
ACC000023,TXN0000007798,07/11/2023 15:04:33,32424.84,D,0,DEV0005,other2
ACC000005,TXN0000001369,07/11/2023 15:08:01,3912.13,C,0,DEV0187,other1
ACC000023,TXN0000007797,07/11/2023 15:28:06,49347.76,C,0,DEV0005,jzzcsh
ACC000045,TXN0000015627,07/11/2023 15:29:34,19110.4,D,0,DEV0139,other3
ACC000011,TXN0000003418,07/11/2023 15:38:17,13658.4,D,0,DEV0006,other1
ACC000036,TXN0000012487,07/11/2023 15:39:24,9840.5,D,0,DEV0131,nypy
ACC000023,TXN0000007796,07/11/2023 15:41:37,14402.8,D,1,DEV0005,other3
ACC000033,TXN0000011391,07/11/2023 15:53:54,53083.13,D,0,DEV0113,jzzcsh
ACC000044,TXN0000015156,07/11/2023 16:00:15,31671.66,D,0,DEV0006,other3
ACC000049,TXN0000016946,07/11/2023 16:01:41,7760.6,C,0,DEV0069,transfer
ACC000037,TXN0000012802,07/11/2023 16:04:19,57294.57,D,0,DEV0076,payment
ACC000035,TXN0000012148,07/11/2023 16:09:06,1605.94,C,0,DEV0005,transfer
ACC000001,TXN0000000117,07/11/2023 16:09:52,7028.53,D,0,DEV0074,nypy
ACC000034,TXN0000011743,07/11/2023 16:22:15,3749.06,C,0,DEV0151,jzzcsh
ACC000007,TXN0000002042,07/11/2023 16:27:02,35512.52,C,0,DEV0160,payment
ACC000034,TXN0000011745,07/11/2023 16:28:59,2095.17,D,0,DEV0151,other3
ACC000035,TXN0000012153,07/11/2023 16:31:29,2936.31,C,0,DEV0186,jzzcsh
ACC000035,TXN0000012149,07/11/2023 16:33:27,1749.52,D,0,DEV0186,other3
ACC000035,TXN0000012150,07/11/2023 16:40:26,713.9,D,0,DEV0186,other3
ACC000007,TXN0000002043,07/11/2023 16:42:35,63785.2,D,0,DEV0098,payment
ACC000044,TXN0000015152,07/11/2023 16:44:12,22791.74,D,1,DEV0006,transfer
ACC000040,TXN0000013796,07/11/2023 16:53:18,20314.93,D,0,DEV0001,jzzcsh
ACC000035,TXN0000012147,07/11/2023 16:53:54,832.16,D,0,DEV0005,nypy
ACC000007,TXN0000002040,07/11/2023 17:02:45,42198.89,C,1,DEV0160,payment
ACC000021,TXN0000006992,07/11/2023 17:04:50,26188.58,D,0,DEV0172,ezpsa
ACC000014,TXN0000004233,07/11/2023 17:07:56,8070.64,D,0,DEV0138,jzzcsh
ACC000011,TXN0000003419,07/11/2023 17:17:41,25681.95,C,0,DEV0006,ezpsa
ACC000014,TXN0000004230,07/11/2023 17:23:08,19247.6,C,0,DEV0138,nypy
ACC000008,TXN0000002363,07/11/2023 17:23:19,26373.51,D,0,DEV0123,other3
ACC000006,TXN0000001715,07/11/2023 17:26:52,29442.76,D,0,DEV0150,ezpsa
ACC000008,TXN0000002365,07/11/2023 17:29:24,46731.99,C,0,DEV0123,ezpsa
ACC000006,TXN0000001712,07/11/2023 17:34:03,12645.48,D,0,DEV0150,other2
ACC000006,TXN0000001717,07/11/2023 17:38:35,39348.43,D,0,DEV0103,other1
ACC000001,TXN0000000116,07/11/2023 17:41:29,5920.03,D,0,DEV0074,transfer
ACC000048,TXN0000016582,07/11/2023 17:53:41,34313.25,D,0,DEV0019,nypy
ACC000033,TXN0000011394,07/11/2023 17:56:02,32654.76,C,0,DEV0113,other1
ACC000032,TXN0000011080,07/11/2023 17:58:09,4576.15,C,1,DEV0154,nypy
ACC000007,TXN0000002041,07/11/2023 17:58:18,52560.29,D,0,DEV0098,ezpsa
ACC000017,TXN0000005372,07/11/2023 18:05:49,9647.78,C,0,DEV0008,transfer
ACC000040,TXN0000013797,07/11/2023 18:10:38,29222.13,D,1,DEV0059,nypy
ACC000029,TXN0000009810,07/11/2023 18:10:58,23699.74,D,0,DEV0125,jzzcsh
ACC000029,TXN0000009812,07/11/2023 18:11:10,20196.17,D,0,DEV0087,nypy
ACC000008,TXN0000002364,07/11/2023 18:12:55,19140.19,D,0,DEV0036,jzzcsh
ACC000029,TXN0000009814,07/11/2023 18:23:33,22659.89,D,0,DEV0087,jzzcsh
ACC000017,TXN0000005374,07/11/2023 18:24:50,13493.53,C,0,DEV0083,other3
ACC000008,TXN0000002366,07/11/2023 18:29:00,31407.17,C,1,DEV0025,transfer
ACC000001,TXN0000000119,07/11/2023 18:29:52,15681.56,D,1,DEV0177,ezpsa
ACC000029,TXN0000009815,07/11/2023 18:30:56,29085.13,D,0,DEV0087,transfer
ACC000017,TXN0000005373,07/11/2023 18:40:02,7084.37,D,1,DEV0083,other1
ACC000045,TXN0000015625,07/11/2023 18:42:08,11405.66,D,0,DEV0139,other1
ACC000019,TXN0000006115,07/11/2023 18:53:06,5663.46,D,1,DEV0055,other1
ACC000033,TXN0000011392,07/11/2023 18:59:32,50788.2,C,0,DEV0113,transfer
ACC000042,TXN0000014443,07/11/2023 19:07:16,10607.09,C,0,DEV0011,transfer
ACC000014,TXN0000004232,07/11/2023 19:07:45,9128.67,C,1,DEV0138,nypy
ACC000044,TXN0000015155,07/11/2023 19:16:26,25508.11,D,0,DEV0006,other1
ACC000040,TXN0000013795,07/11/2023 19:21:51,26062.53,D,0,DEV0059,other2
ACC000038,TXN0000013180,07/11/2023 19:22:39,50492.87,D,0,DEV0090,jzzcsh
ACC000038,TXN0000013184,07/11/2023 19:26:08,34329.55,D,1,DEV0140,other3
ACC000048,TXN0000016583,07/11/2023 19:33:54,24329.27,C,0,DEV0019,ezpsa
ACC000026,TXN0000008850,07/11/2023 19:36:18,9595.53,D,0,DEV0057,jzzcsh
ACC000031,TXN0000010638,07/11/2023 19:38:15,61051.65,C,0,DEV0135,other3
ACC000042,TXN0000014441,07/11/2023 19:40:15,52959.64,D,0,DEV0011,other1
ACC000036,TXN0000012486,07/11/2023 19:40:18,11978.63,D,0,DEV0131,ezpsa
ACC000015,TXN0000004599,07/11/2023 19:46:58,8418.04,D,0,DEV0199,nypy
ACC000015,TXN0000004605,07/11/2023 19:47:40,18978.95,D,0,DEV0003,payment
ACC000042,TXN0000014446,07/11/2023 19:53:35,52736.2,D,0,DEV0011,payment
ACC000042,TXN0000014444,07/11/2023 19:59:29,9521.33,D,1,DEV0011,jzzcsh
ACC000006,TXN0000001714,07/11/2023 20:00:57,42664.81,D,0,DEV0150,transfer
ACC000037,TXN0000012804,07/11/2023 21:27:24,63413.82,C,0,DEV0025,nypy
ACC000015,TXN0000004603,07/11/2023 23:18:09,23371.91,C,0,DEV0003,other3
ACC000034,TXN0000011744,07/11/2023 23:53:06,1161.61,D,0,DEV0151,other1
ACC000042,TXN0000014448,08/11/2023 00:07:07,38664.34,D,0,DEV0011,other2
ACC000025,TXN0000008443,08/11/2023 00:33:19,702.38,D,0,DEV0111,other1
ACC000020,TXN0000006551,08/11/2023 00:46:04,32770.89,C,0,DEV0082,payment
ACC000030,TXN0000010244,08/11/2023 00:57:33,63792.25,C,0,DEV0129,payment
ACC000020,TXN0000006547,08/11/2023 01:00:00,34017.66,C,0,DEV0175,nypy
ACC000008,TXN0000002372,08/11/2023 01:43:57,28011.03,D,0,DEV0123,payment
ACC000027,TXN0000009136,08/11/2023 03:04:07,16313.2,D,0,DEV0068,other2
ACC000047,TXN0000016324,08/11/2023 03:13:24,4583.22,D,1,DEV0044,jzzcsh
ACC000029,TXN0000009818,08/11/2023 03:27:34,21214.92,D,0,DEV0125,ezpsa
ACC000023,TXN0000007804,08/11/2023 03:34:19,35632.3,D,0,DEV0005,ezpsa
ACC000033,TXN0000011396,08/11/2023 03:46:55,29339.66,C,1,DEV0113,other3
ACC000008,TXN0000002368,08/11/2023 03:51:50,57028.55,C,0,DEV0183,other2
ACC000007,TXN0000002047,08/11/2023 04:00:11,32596.93,C,0,DEV0160,other2
ACC000002,TXN0000000397,08/11/2023 04:14:23,7127.8,C,0,DEV0178,payment
ACC000021,TXN0000007000,08/11/2023 05:43:42,29527.4,C,0,DEV0172,other2
ACC000020,TXN0000006548,08/11/2023 05:43:58,5998.29,D,0,DEV0175,transfer
ACC000008,TXN0000002369,08/11/2023 05:54:56,42041.8,C,0,DEV0123,other3
ACC000041,TXN0000014144,08/11/2023 06:00:59,36018.17,D,0,DEV0039,other2
ACC000018,TXN0000005686,08/11/2023 06:27:04,7677.35,D,0,DEV0110,payment
ACC000015,TXN0000004607,08/11/2023 06:35:05,17564.45,D,0,DEV0199,jzzcsh
ACC000034,TXN0000011747,08/11/2023 06:51:37,1870.76,D,0,DEV0151,nypy
ACC000026,TXN0000008852,08/11/2023 06:54:09,25711.36,D,0,DEV0136,payment
ACC000023,TXN0000007805,08/11/2023 07:01:12,23403.9,D,0,DEV0005,other3
ACC000007,TXN0000002045,08/11/2023 07:51:01,50147.84,C,0,DEV0160,ezpsa
ACC000003,TXN0000000649,08/11/2023 08:01:13,16330.5,D,0,DEV0113,other3
ACC000017,TXN0000005378,08/11/2023 08:32:47,6650.68,C,0,DEV0083,transfer
ACC000036,TXN0000012490,08/11/2023 08:35:21,9350.36,C,0,DEV0179,jzzcsh
ACC000015,TXN0000004610,08/11/2023 08:57:01,20441.18,D,0,DEV0199,other1
ACC000002,TXN0000000395,08/11/2023 09:00:00,8027.85,C,1,DEV0178,other1
ACC000014,TXN0000004235,08/11/2023 09:09:38,17711.02,C,0,DEV0017,ezpsa
ACC000021,TXN0000006999,08/11/2023 09:26:40,26424.33,D,0,DEV0172,payment
ACC000016,TXN0000005016,08/11/2023 09:31:04,54267.11,C,0,DEV0160,other1
ACC000009,TXN0000002724,08/11/2023 09:37:36,20960.05,D,0,DEV0194,transfer
ACC000039,TXN0000013510,08/11/2023 09:37:41,25033.57,D,0,DEV0096,ezpsa
ACC000021,TXN0000006998,08/11/2023 09:38:02,17149.82,D,0,DEV0172,payment
ACC000022,TXN0000007457,08/11/2023 09:44:56,1001.47,D,0,DEV0112,other2
ACC000016,TXN0000005018,08/11/2023 09:45:05,36429.17,D,0,DEV0102,jzzcsh
ACC000018,TXN0000005685,08/11/2023 09:50:28,6845.84,D,0,DEV0110,jzzcsh
ACC000016,TXN0000005015,08/11/2023 09:54:58,44122.23,C,0,DEV0102,payment
ACC000022,TXN0000007456,08/11/2023 09:55:43,8922.4,C,0,DEV0112,payment
ACC000048,TXN0000016585,08/11/2023 10:07:24,44820.02,C,0,DEV0019,other2
ACC000038,TXN0000013186,08/11/2023 10:16:56,39496.68,D,0,DEV0090,other2
ACC000019,TXN0000006117,08/11/2023 10:27:16,3571.93,D,0,DEV0029,payment
ACC000029,TXN0000009821,08/11/2023 10:32:37,21350.45,D,0,DEV0075,jzzcsh
ACC000022,TXN0000007458,08/11/2023 10:39:29,6333.02,D,0,DEV0112,jzzcsh
ACC000021,TXN0000007001,08/11/2023 10:42:06,38706.77,D,0,DEV0118,jzzcsh
ACC000019,TXN0000006118,08/11/2023 10:44:06,4576.16,D,1,DEV0029,other1
ACC000029,TXN0000009816,08/11/2023 10:44:56,16400.94,D,0,DEV0087,nypy
ACC000031,TXN0000010644,08/11/2023 10:46:45,24745.16,C,0,DEV0135,transfer
ACC000047,TXN0000016326,08/11/2023 10:46:56,3773.78,D,0,DEV0154,other3
ACC000006,TXN0000001720,08/11/2023 10:49:15,29517.19,D,0,DEV0150,ezpsa
ACC000029,TXN0000009817,08/11/2023 10:50:58,27958.44,D,0,DEV0125,other2
ACC000037,TXN0000012806,08/11/2023 10:59:17,36246.67,C,0,DEV0076,jzzcsh
ACC000045,TXN0000015629,08/11/2023 11:03:25,18666.68,D,0,DEV0178,jzzcsh
ACC000050,TXN0000017421,08/11/2023 11:03:45,15255.68,D,0,DEV0090,other2
ACC000025,TXN0000008442,08/11/2023 11:09:35,842.13,D,0,DEV0075,other3
ACC000038,TXN0000013188,08/11/2023 11:11:50,68375.67,C,0,DEV0090,other3
ACC000037,TXN0000012809,08/11/2023 11:12:57,35658.44,D,0,DEV0076,ezpsa
ACC000039,TXN0000013509,08/11/2023 11:14:38,12122.36,D,0,DEV0096,other1
ACC000045,TXN0000015630,08/11/2023 11:25:28,16657.03,C,0,DEV0061,jzzcsh
ACC000041,TXN0000014145,08/11/2023 11:26:55,18648.45,D,0,DEV0039,other1
ACC000050,TXN0000017424,08/11/2023 11:37:55,14357.34,D,0,DEV0090,other3
ACC000003,TXN0000000651,08/11/2023 12:09:32,23845.39,D,0,DEV0113,jzzcsh
ACC000029,TXN0000009819,08/11/2023 12:19:34,30921.55,D,1,DEV0125,payment
ACC000009,TXN0000002723,08/11/2023 12:33:39,30424.71,D,1,DEV0194,other1
ACC000030,TXN0000010245,08/11/2023 12:37:49,29900.64,D,0,DEV0129,other2
